time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.011919999999999998
time: 35.0, P0: 0.11233951082054694, P1: 0.32594765009566545, P2: 0.5617128390837878, TI2: 1.4412933282632412
time: 36.0, P0: 0.11232836952215398, P1: 0.3259621347590773, P2: 0.5617094957187688, TI2: 1.441301126196615
time: 37.0, P0: 0.11251999970512722, P1: 0.3252865714733833, P2: 0.5621934288214896, TI2: 1.4415934291163628
time: 38.0, P0: 0.11235280996895448, P1: 0.32585227183147497, P2: 0.5617949181995706, TI2: 1.4413621082306163
time: 39.0, P0: 0.1124290378754857, P1: 0.3255830570319122, P2: 0.5619879050926022, TI2: 1.4414788672171168
time: 40.0, P0: 0.11238365873939922, P1: 0.32573498899612763, P2: 0.5618813522644733, TI2: 1.4414176935250742
time: 41.0, P0: 0.11237889740845147, P1: 0.3257485436970171, P2: 0.5618725588945316, TI2: 1.4414136614860802
time: 42.0, P0: 0.11239653188851088, P1: 0.32568592928418394, P2: 0.5619175388273054, TI2: 1.4414410069387948
time: 43.0, P0: 0.11233233209461033, P1: 0.32590586285143547, P2: 0.5617618050539545, TI2: 1.4413494729593443
time: 44.0, P0: 0.11243214098801273, P1: 0.3255612460100503, P2: 0.5620066130019372, TI2: 1.4414944720139249
time: 45.0, P0: 0.11231675240333995, P1: 0.3259582433657642, P2: 0.5617250042308961, TI2: 1.4413282518275565
time: 46.0, P0: 0.1123274684270414, P1: 0.32592101378869953, P2: 0.5617515177842594, TI2: 1.4413440493572185
time: 47.0, P0: 0.11250921824881317, P1: 0.32529460588689985, P2: 0.5621961758642874, TI2: 1.4416069576154749
time: 48.0, P0: 0.11234124168284076, P1: 0.3258731275659836, P2: 0.561785630751176, TI2: 1.4413643890683359
time: 49.0, P0: 0.11243495710076885, P1: 0.32555024409023514, P2: 0.5620147988089963, TI2: 1.441499841708228
time: 50.0, P0: 0.11240761820575472, P1: 0.32564433232478124, P2: 0.5619480494694644, TI2: 1.4414604312637103
