time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.0010979999999999983
time: 225.0, P0: 0.9821827087351228, P1: 0.01498425412193501, P2: 0.0028330371429417874, TI2: 0.001748328407818584
time: 226.0, P0: 0.9821760129118488, P1: 0.015000475571535676, P2: 0.0028235115166151984, TI2: 0.001745498604766072
time: 227.0, P0: 0.9821790968969428, P1: 0.014993531149235843, P2: 0.002827371953820912, TI2: 0.001746275056877665
time: 228.0, P0: 0.982179232602205, P1: 0.014993568051314183, P2: 0.0028271993464804054, TI2: 0.0017459667442749917
time: 229.0, P0: 0.9821784344783453, P1: 0.014995814936723195, P2: 0.00282575058493112, TI2: 0.0017453161065854354
time: 230.0, P0: 0.9821803421346775, P1: 0.014991651206455472, P2: 0.0028280066588666384, TI2: 0.0017456645241887485
time: 231.0, P0: 0.9821793214861019, P1: 0.014994421508019818, P2: 0.002826257005877979, TI2: 0.0017449355197757751
time: 232.0, P0: 0.9821816031165476, P1: 0.014989368371755766, P2: 0.002829028511696302, TI2: 0.0017454253951483703
time: 233.0, P0: 0.9821789809627743, P1: 0.014995928317063537, P2: 0.0028250907201617785, TI2: 0.0017441097573870933
time: 234.0, P0: 0.9821835257833965, P1: 0.014985511102943178, P2: 0.002830963113659929, TI2: 0.0017454373302630355
time: 235.0, P0: 0.9821794789327933, P1: 0.014995441949473921, P2: 0.0028250791177323836, TI2: 0.0017436001849386875
time: 236.0, P0: 0.9821824283241054, P1: 0.014988800044145814, P2: 0.002828771631748446, TI2: 0.0017443433076427051
time: 237.0, P0: 0.9821841283474931, P1: 0.014985115577799118, P2: 0.0028307560747074306, TI2: 0.0017446277272139788
time: 238.0, P0: 0.982176447610045, P1: 0.015003648191645774, P2: 0.0028199041983088652, TI2: 0.0017414565882635025
time: 239.0, P0: 0.982185269370642, P1: 0.014983092003812808, P2: 0.0028316386255448655, TI2: 0.0017443692549025372
time: 240.0, P0: 0.9821780107473514, P1: 0.01500062134831878, P2: 0.0028213679043294086, TI2: 0.0017413571569775974
time: 241.0, P0: 0.9821830465480854, P1: 0.01498902894497608, P2: 0.0028279245069381476, TI2: 0.0017428779588523748
time: 242.0, P0: 0.9821809566721981, P1: 0.014994312383876775, P2: 0.002824730943924815, TI2: 0.001741774271726405
time: 243.0, P0: 0.9821833337684122, P1: 0.014989013841821983, P2: 0.002827652389765468, TI2: 0.0017423186213529188
time: 244.0, P0: 0.9821825867728337, P1: 0.01499111318276255, P2: 0.00282630004440332, TI2: 0.0017417132715691912
time: 245.0, P0: 0.9821837918680882, P1: 0.014988587197719132, P2: 0.002827620934192183, TI2: 0.0017418290661034988
time: 246.0, P0: 0.9821845216036453, P1: 0.014987185446279444, P2: 0.0028282929500748305, TI2: 0.0017417713464291055
time: 247.0, P0: 0.9821819272530825, P1: 0.014993655298871625, P2: 0.0028244174480454, TI2: 0.0017404901949624252
time: 248.0, P0: 0.9821878321877369, P1: 0.014979992470871506, P2: 0.0028321753413911885, TI2: 0.001742343153653884
time: 249.0, P0: 0.9821814182237552, P1: 0.01499550596384535, P2: 0.002823075812399104, TI2: 0.00173965758864356
time: 250.0, P0: 0.9821839010442086, P1: 0.014989945288126805, P2: 0.0028261536676642204, TI2: 0.001740252623455247
time: 251.0, P0: 0.9821842883451192, P1: 0.014989346332234964, P2: 0.0028263653226454307, TI2: 0.0017400769775258271
time: 252.0, P0: 0.9821840264126516, P1: 0.014990283486760137, P2: 0.002825690100587959, TI2: 0.0017396636879360554
time: 253.0, P0: 0.982185340187282, P1: 0.014987486869934858, P2: 0.002827172942782811, TI2: 0.00173983275550048
time: 254.0, P0: 0.9821846075525688, P1: 0.014989535670406767, P2: 0.002825856777024141, TI2: 0.0017392492244550492
time: 255.0, P0: 0.9821869638721045, P1: 0.014984266508332207, P2: 0.00282876961956304, TI2: 0.0017398057474582887
time: 256.0, P0: 0.982183561856848, P1: 0.014992634677335278, P2: 0.0028238034658164143, TI2: 0.0017382416089681062
time: 257.0, P0: 0.9821890892590456, P1: 0.014979851448095766, P2: 0.0028310592928584137, TI2: 0.0017399700338125942
time: 258.0, P0: 0.9821853442488976, P1: 0.01498902884884597, P2: 0.002825626902256206, TI2: 0.0017382826533583827
time: 259.0, P0: 0.9821835591329673, P1: 0.014993562555748973, P2: 0.0028228783112833997, TI2: 0.001737319178315773
time: 260.0, P0: 0.9821858746329152, P1: 0.014988382168315106, P2: 0.0028257431987693915, TI2: 0.0017378685658538894
