time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.0019200000000000016
time: 25.0, P0: 0.9560920218485579, P1: 0.03649897361401332, P2: 0.007409004537428702, TI2: 0.033236982688870716
time: 26.0, P0: 0.9547016531216647, P1: 0.03762334716659176, P2: 0.007674999711743596, TI2: 0.03489334659007896
time: 27.0, P0: 0.9532697568944852, P1: 0.03880652355270146, P2: 0.007923719552813227, TI2: 0.03657396265832791
time: 28.0, P0: 0.9518172363389438, P1: 0.03999981582455278, P2: 0.008182947836503463, TI2: 0.0382857114975597
time: 29.0, P0: 0.9503464986088379, P1: 0.04119876993423888, P2: 0.008454731456923204, TI2: 0.04002823284808528
time: 30.0, P0: 0.9488404544298724, P1: 0.04244555163007371, P2: 0.008713993940053831, TI2: 0.04179353951018137
time: 31.0, P0: 0.947330867987264, P1: 0.04366592370319433, P2: 0.009003208309541676, TI2: 0.04359234032227767
time: 32.0, P0: 0.9457809836782765, P1: 0.0449491980435579, P2: 0.009269818278165644, TI2: 0.04540883459988918
time: 33.0, P0: 0.9442277895479848, P1: 0.046208901994090494, P2: 0.00956330845792463, TI2: 0.04725551890993975
time: 34.0, P0: 0.9426525598995832, P1: 0.047491568189135955, P2: 0.009855871911280761, TI2: 0.04912331201169748
time: 35.0, P0: 0.941040156114565, P1: 0.04883527923717414, P2: 0.010124564648260724, TI2: 0.05100440853369559
time: 36.0, P0: 0.9394518493454663, P1: 0.05009594259038414, P2: 0.010452208064149553, TI2: 0.05292035871868324
time: 37.0, P0: 0.9378120461033043, P1: 0.05145605676457088, P2: 0.010731897132124874, TI2: 0.054839851028820615
time: 38.0, P0: 0.9361704546996753, P1: 0.05279928781736792, P2: 0.011030257482956773, TI2: 0.05677980278328146
time: 39.0, P0: 0.9345361405057809, P1: 0.054106340892082674, P2: 0.011357518602136366, TI2: 0.0587413780963554
time: 40.0, P0: 0.9328549972316138, P1: 0.05550870571444198, P2: 0.011636297053944155, TI2: 0.06070129982233029
time: 41.0, P0: 0.9312072389913308, P1: 0.05681747338247131, P2: 0.011975287626197857, TI2: 0.06268804863486702
time: 42.0, P0: 0.9295217840528074, P1: 0.058204760666973984, P2: 0.012273455280218662, TI2: 0.0646716712274113
time: 43.0, P0: 0.9278530034273234, P1: 0.059543407735397354, P2: 0.012603588837279288, TI2: 0.06667058540995592
time: 44.0, P0: 0.9261682156572592, P1: 0.0609139988647485, P2: 0.012917785477992284, TI2: 0.06866956982073305
time: 45.0, P0: 0.9244837242899011, P1: 0.06228025983910608, P2: 0.013236015870992853, TI2: 0.07067229158109177
time: 46.0, P0: 0.9228106146960267, P1: 0.06361838269929687, P2: 0.013571002604676561, TI2: 0.07268038790864997
time: 47.0, P0: 0.9211106637773144, P1: 0.065022227488817, P2: 0.013867108733868616, TI2: 0.07467644495655422
time: 48.0, P0: 0.9194543250240709, P1: 0.0663263068787699, P2: 0.014219368097159171, TI2: 0.07668504307308822
time: 49.0, P0: 0.9177754083762749, P1: 0.0676912055238103, P2: 0.014533386099914782, TI2: 0.07867797772363985
time: 50.0, P0: 0.9160854455100625, P1: 0.06909200087682298, P2: 0.014822553613114397, TI2: 0.08065710810305174
time: 51.0, P0: 0.9144537596299934, P1: 0.07036580874726868, P2: 0.015180431622737805, TI2: 0.08264667199274427
time: 52.0, P0: 0.9127866680134403, P1: 0.07173872740872671, P2: 0.015474604577832975, TI2: 0.08460793656439262
time: 53.0, P0: 0.9111666732328988, P1: 0.07301630462496339, P2: 0.015817022142137784, TI2: 0.08657034890923893
time: 54.0, P0: 0.909535227878276, P1: 0.0743406707980603, P2: 0.016124101323663646, TI2: 0.08850887344538756
time: 55.0, P0: 0.9079346111443002, P1: 0.07561322819554495, P2: 0.016452160660154848, TI2: 0.09043754951585461
time: 56.0, P0: 0.9063419043790367, P1: 0.07689091811573356, P2: 0.016767177505229772, TI2: 0.09234527312619306
time: 57.0, P0: 0.9047546846832277, P1: 0.07818166995274217, P2: 0.017063645364030194, TI2: 0.09422896068080254
time: 58.0, P0: 0.903224572577892, P1: 0.07936431056691268, P2: 0.017411116855195422, TI2: 0.0961065442773035
time: 59.0, P0: 0.9016597788634932, P1: 0.08065990540476947, P2: 0.01768031573173734, TI2: 0.09794053686824412
time: 60.0, P0: 0.9001419400319998, P1: 0.08187541338290183, P2: 0.01798264658509844, TI2: 0.09976070655309868
time: 61.0, P0: 0.898661291183505, P1: 0.08303587704581351, P2: 0.018302831770681528, TI2: 0.10156154058717655
time: 62.0, P0: 0.8971724598140783, P1: 0.08425123149463386, P2: 0.01857630869128795, TI2: 0.10332384887720973
time: 63.0, P0: 0.8957416499025466, P1: 0.08536492321803525, P2: 0.018893426879418303, TI2: 0.10507177697687184
time: 64.0, P0: 0.8943031453528604, P1: 0.08653522636269437, P2: 0.019161628284445398, TI2: 0.10677848293158514
time: 65.0, P0: 0.8929228208371057, P1: 0.08760612465219758, P2: 0.01947105451069679, TI2: 0.10846823367359112
time: 66.0, P0: 0.8915387784007976, P1: 0.08872654454760552, P2: 0.019734677051596997, TI2: 0.11011589865079949
time: 67.0, P0: 0.8901957388961481, P1: 0.0897907270476535, P2: 0.020013534056198455, TI2: 0.11173779516005038
time: 68.0, P0: 0.8888979493091431, P1: 0.09078942992507893, P2: 0.020312620765778073, TI2: 0.11333467145663505
time: 69.0, P0: 0.8875630788054893, P1: 0.09192002170041011, P2: 0.02051689949410067, TI2: 0.11487382068861142
time: 70.0, P0: 0.8863268060145838, P1: 0.09285919114702378, P2: 0.020814002838392524, TI2: 0.11640719682380879
time: 71.0, P0: 0.8850848864134685, P1: 0.09385640787954914, P2: 0.02105870570698251, TI2: 0.11789381929351414
time: 72.0, P0: 0.8838809032422826, P1: 0.09480803716342003, P2: 0.02131105959429748, TI2: 0.11935015635201494
time: 73.0, P0: 0.8827094705064346, P1: 0.09572727248737539, P2: 0.021563257006190138, TI2: 0.12077378649975563
time: 74.0, P0: 0.881554315209582, P1: 0.09665320054187278, P2: 0.02179248424854525, TI2: 0.12215816903896325
time: 75.0, P0: 0.8804512757056189, P1: 0.09750036460503803, P2: 0.022048359689343197, TI2: 0.12351708398372438
time: 76.0, P0: 0.8793380928572809, P1: 0.09841747984582565, P2: 0.02224442729689348, TI2: 0.12482633443961258
time: 77.0, P0: 0.8783056893880654, P1: 0.09918734804831357, P2: 0.022506962563621072, TI2: 0.12612127317555566
time: 78.0, P0: 0.8772643095465543, P1: 0.10002418195936895, P2: 0.022711508494076698, TI2: 0.1273671989475223
time: 79.0, P0: 0.8762268945287444, P1: 0.10089685030645623, P2: 0.022876255164799467, TI2: 0.12856936063605512
time: 80.0, P0: 0.8752881129280841, P1: 0.10157895525580851, P2: 0.02313293181610753, TI2: 0.12976481888802352
time: 81.0, P0: 0.8743128924365672, P1: 0.10239272201081089, P2: 0.02329438555262196, TI2: 0.13090149311605476
time: 82.0, P0: 0.8734173111285963, P1: 0.10306047529918942, P2: 0.023522213572214342, TI2: 0.13202490244361803
time: 83.0, P0: 0.8725121585908443, P1: 0.10379478855484305, P2: 0.023693052854312655, TI2: 0.1331008942634683
time: 84.0, P0: 0.8716611814237815, P1: 0.10444285173062648, P2: 0.0238959668455921, TI2: 0.1341547854218106
time: 85.0, P0: 0.8708208019483656, P1: 0.10510814617355571, P2: 0.024071051878078658, TI2: 0.13517024992971297
time: 86.0, P0: 0.8699961074363718, P1: 0.10577787060120808, P2: 0.02422602196242018, TI2: 0.13614991452604838
time: 87.0, P0: 0.8692461061723402, P1: 0.10631038699208484, P2: 0.024443506835575057, TI2: 0.13711740066323488
time: 88.0, P0: 0.8684413215320087, P1: 0.10701423735453922, P2: 0.024544441113452147, TI2: 0.13802311958144345
time: 89.0, P0: 0.8677201894872077, P1: 0.1075579877979629, P2: 0.02472182271482937, TI2: 0.13892163322762158
time: 90.0, P0: 0.8670149489610809, P1: 0.10810270808048697, P2: 0.02488234295843215, TI2: 0.1397873939973512
time: 91.0, P0: 0.8663174194548967, P1: 0.10866712551770899, P2: 0.025015455027394294, TI2: 0.1406180355724975
time: 92.0, P0: 0.8656690179142951, P1: 0.10915147416159895, P2: 0.025179507924105945, TI2: 0.14143049000981078
time: 93.0, P0: 0.8650126653566415, P1: 0.10969125184382437, P2: 0.02529608279953418, TI2: 0.14220341744289267
time: 94.0, P0: 0.8644173450437428, P1: 0.11012080955918675, P2: 0.025461845397070488, TI2: 0.14296450035332767
time: 95.0, P0: 0.8637963018306316, P1: 0.11064651672332144, P2: 0.025557181446046916, TI2: 0.1436808796154152
time: 96.0, P0: 0.8632443377481309, P1: 0.11104102610177476, P2: 0.025714636150094363, TI2: 0.14439029840196338
time: 97.0, P0: 0.8626909601002737, P1: 0.11147185147339993, P2: 0.025837188426326384, TI2: 0.1450662283260526
time: 98.0, P0: 0.8621097626676661, P1: 0.11200118887275595, P2: 0.025889048459577912, TI2: 0.1456992857919117
time: 99.0, P0: 0.8616379066913878, P1: 0.11230048787985239, P2: 0.026061605428759793, TI2: 0.14634369873737188
time: 100.0, P0: 0.8611119313817382, P1: 0.1127593619031308, P2: 0.026128706715131, TI2: 0.1469367753333927
time: 101.0, P0: 0.860657204950139, P1: 0.1130774351543135, P2: 0.02626535989554752, TI2: 0.14752815494540844
time: 102.0, P0: 0.8601853791063797, P1: 0.11346489920851291, P2: 0.02634972168510738, TI2: 0.14808434257872757
time: 103.0, P0: 0.8597528226118585, P1: 0.11378622723337747, P2: 0.02646095015476401, TI2: 0.1486281275429054
time: 104.0, P0: 0.8593285698246266, P1: 0.11411454511003366, P2: 0.026556885065339778, TI2: 0.14914831524071312
time: 105.0, P0: 0.8588989928350356, P1: 0.1144815697995388, P2: 0.026619437365425644, TI2: 0.14964044453039
time: 106.0, P0: 0.8585451043286437, P1: 0.11469292944724203, P2: 0.026761966224114277, TI2: 0.15013686189547049
time: 107.0, P0: 0.8581216661572317, P1: 0.11509479383080645, P2: 0.026783540011961832, TI2: 0.15058187385473004
time: 108.0, P0: 0.8577677923424893, P1: 0.11535400786286186, P2: 0.026878199794648887, TI2: 0.15103040745215954
time: 109.0, P0: 0.8574266253942916, P1: 0.11560562517185083, P2: 0.026967749433857692, TI2: 0.15146112403956613
time: 110.0, P0: 0.8570754958808812, P1: 0.11590303605277637, P2: 0.027021468066342532, TI2: 0.15186597218546136
time: 111.0, P0: 0.8567707686113094, P1: 0.11611082595889889, P2: 0.027118405429791756, TI2: 0.15226763681848232
time: 112.0, P0: 0.8564411803647991, P1: 0.11639851747378334, P2: 0.02716030216141768, TI2: 0.15263912179661862
time: 113.0, P0: 0.8561690001140227, P1: 0.11656883928298474, P2: 0.027262160602992632, TI2: 0.15301316048896996
time: 114.0, P0: 0.8558571939498291, P1: 0.11685292193958731, P2: 0.027289884110583702, TI2: 0.15335269016075465
time: 115.0, P0: 0.8556050028400134, P1: 0.11701297817524926, P2: 0.02738201898473749, TI2: 0.15369701614472417
time: 116.0, P0: 0.8553444792766096, P1: 0.11721068383925601, P2: 0.02744483688413448, TI2: 0.1540203576075249
time: 117.0, P0: 0.8550432877384171, P1: 0.11752264880268337, P2: 0.02743406345889967, TI2: 0.15431077572048263
time: 118.0, P0: 0.8548456719434028, P1: 0.11760361638067669, P2: 0.027550711675920558, TI2: 0.15462503973251773
time: 119.0, P0: 0.8545810415151094, P1: 0.11786055501360844, P2: 0.027558403471282314, TI2: 0.154897361956173
time: 120.0, P0: 0.8543823956294723, P1: 0.11797510613290965, P2: 0.027642498237618156, TI2: 0.1551801026081459
time: 121.0, P0: 0.8541554307417533, P1: 0.1181720103546478, P2: 0.027672558903599116, TI2: 0.155437128161846
time: 122.0, P0: 0.8539604618349946, P1: 0.11830660309714934, P2: 0.02773293506785611, TI2: 0.1556924732328615
time: 123.0, P0: 0.8537656864177371, P1: 0.11845433034821347, P2: 0.027779983234049614, TI2: 0.15593429681631266
time: 124.0, P0: 0.8535559181484224, P1: 0.11865095464668565, P2: 0.027793127204892104, TI2: 0.15615720905646982
time: 125.0, P0: 0.8534160781116382, P1: 0.11869307102136091, P2: 0.027890850867000935, TI2: 0.15639477275536273
time: 126.0, P0: 0.8531961472421734, P1: 0.11893863025076766, P2: 0.027865222507059053, TI2: 0.15658907526488572
time: 127.0, P0: 0.8530438148147366, P1: 0.11903428731355105, P2: 0.027921897871712547, TI2: 0.1567980830569761
time: 128.0, P0: 0.8528905717109478, P1: 0.11914327606707387, P2: 0.02796615222197839, TI2: 0.1569955805110306
time: 129.0, P0: 0.8527243544455221, P1: 0.11929397929109563, P2: 0.02798166626338241, TI2: 0.1571773118178604
time: 130.0, P0: 0.8525962078870784, P1: 0.11936401036603947, P2: 0.028039781746882323, TI2: 0.15736357385980407
time: 131.0, P0: 0.8524359095877353, P1: 0.11952074374412308, P2: 0.028043346668141792, TI2: 0.15752743708040665
time: 132.0, P0: 0.8523287050481695, P1: 0.1195601048216665, P2: 0.028111190130164134, TI2: 0.15770248508199475
time: 133.0, P0: 0.8521723900009679, P1: 0.11972591323865146, P2: 0.028101696760380827, TI2: 0.15784930675941308
time: 134.0, P0: 0.8520741206854817, P1: 0.11976176920621923, P2: 0.028164110108299164, TI2: 0.15800998942281755
time: 135.0, P0: 0.8519560688769897, P1: 0.11985327807152485, P2: 0.028190653051485562, TI2: 0.15815458417449596
time: 136.0, P0: 0.8517984124517434, P1: 0.1200474610751701, P2: 0.028154126473086693, TI2: 0.15827571402134347
time: 137.0, P0: 0.8517347711466454, P1: 0.1200247262005719, P2: 0.028240502652782915, TI2: 0.15842573150613773
time: 138.0, P0: 0.8515968392923248, P1: 0.12018690070491363, P2: 0.028216260002761773, TI2: 0.15853942071043717
time: 139.0, P0: 0.8515253155364637, P1: 0.12019750046264639, P2: 0.0282771840008901, TI2: 0.1586718684644266
time: 140.0, P0: 0.8514148475690658, P1: 0.12030795965980541, P2: 0.028277192771129035, TI2: 0.15878234520206347
time: 141.0, P0: 0.851336907863326, P1: 0.12034722299091304, P2: 0.02831586914576121, TI2: 0.15889896128243544
time: 142.0, P0: 0.8512500367725294, P1: 0.12041408375208905, P2: 0.02833587947538176, TI2: 0.15900584270285256
time: 143.0, P0: 0.8511475976503623, P1: 0.12052414001028784, P2: 0.028328262339350065, TI2: 0.15910066468898795
time: 144.0, P0: 0.8511079421628873, P1: 0.12048993066302757, P2: 0.028402127174085325, TI2: 0.1592141850111982
time: 145.0, P0: 0.8509823632470491, P1: 0.12066653491651862, P2: 0.028351101836432486, TI2: 0.15928873858938358
time: 146.0, P0: 0.8509389433964695, P1: 0.12065210830840235, P2: 0.028408948295128373, TI2: 0.1593900048986591
time: 147.0, P0: 0.8508749309729926, P1: 0.12069194471740374, P2: 0.02843312430960388, TI2: 0.15947819333661148
time: 148.0, P0: 0.8507560254594705, P1: 0.12086778860237758, P2: 0.02837618593815215, TI2: 0.15954016047868186
time: 149.0, P0: 0.8507461522232089, P1: 0.12078775442004759, P2: 0.02846609335674369, TI2: 0.15963994113353497
time: 150.0, P0: 0.8506384018790925, P1: 0.12094603639224186, P2: 0.028415561728665932, TI2: 0.1596971598495737
time: 151.0, P0: 0.8506159881375477, P1: 0.12090467471769505, P2: 0.02847933714475758, TI2: 0.15978334900721017
time: 152.0, P0: 0.8505396058536555, P1: 0.12099634710172293, P2: 0.02846404704462181, TI2: 0.1598444411909665
time: 153.0, P0: 0.8505052475195245, P1: 0.12099151510788862, P2: 0.028503237372587163, TI2: 0.1599179898530629
time: 154.0, P0: 0.850444939185378, P1: 0.12105243149601153, P2: 0.02850262931861066, TI2: 0.15997769013323282
time: 155.0, P0: 0.8503970410809508, P1: 0.12108727888597524, P2: 0.02851568003307415, TI2: 0.16003863895212353
time: 156.0, P0: 0.8503680837437538, P1: 0.12108030115265299, P2: 0.028551615103593414, TI2: 0.1601035313598398
time: 157.0, P0: 0.850279919679124, P1: 0.1212180792817573, P2: 0.0285020010391189, TI2: 0.1601420813599951
time: 158.0, P0: 0.8502891830193137, P1: 0.12112620893580009, P2: 0.028584608044886484, TI2: 0.16021542502557304
time: 159.0, P0: 0.8502189072979425, P1: 0.12122740345329948, P2: 0.028553689248758247, TI2: 0.16025478195081597
time: 160.0, P0: 0.8501554693018093, P1: 0.1213151429759528, P2: 0.028529387722238096, TI2: 0.16029391842042898
time: 161.0, P0: 0.8501659720988154, P1: 0.12122896794031733, P2: 0.028605059960867485, TI2: 0.16035908786205227
time: 162.0, P0: 0.8500665886618958, P1: 0.12140800055132193, P2: 0.02852541078678245, TI2: 0.1603788221248868
time: 163.0, P0: 0.8500808836082346, P1: 0.12131793581559104, P2: 0.028601180576174612, TI2: 0.16044029696794024
time: 164.0, P0: 0.8500200099060519, P1: 0.12140990297025976, P2: 0.02857008712368863, TI2: 0.160470077217637
time: 165.0, P0: 0.8500132201937834, P1: 0.12137495693608762, P2: 0.028611822870129217, TI2: 0.16051860267634604
time: 166.0, P0: 0.8499696360422992, P1: 0.12143014683993418, P2: 0.028600217117766814, TI2: 0.1605505810754678
time: 167.0, P0: 0.8499534704837266, P1: 0.12142194425018518, P2: 0.028624585266088434, TI2: 0.16059111478236204
time: 168.0, P0: 0.8499264155055154, P1: 0.12144179269765507, P2: 0.028631791796829703, TI2: 0.16062537629131446
time: 169.0, P0: 0.8498788053903423, P1: 0.12151270025906025, P2: 0.028608494350597695, TI2: 0.16064968896025564
time: 170.0, P0: 0.8498988620485018, P1: 0.12142378276401912, P2: 0.02867735518747929, TI2: 0.1606984931389777
time: 171.0, P0: 0.8498239933157522, P1: 0.12156346366873151, P2: 0.028612543015516533, TI2: 0.16070854969976456
time: 172.0, P0: 0.8498123105640091, P1: 0.12155386856617333, P2: 0.0286338208698179, TI2: 0.1607415103058091
time: 173.0, P0: 0.8497996203910955, P1: 0.12154831109026155, P2: 0.028652068518643242, TI2: 0.160772448127548
time: 174.0, P0: 0.8497656611586415, P1: 0.12159513419177263, P2: 0.028639204649586268, TI2: 0.16079354349094516
time: 175.0, P0: 0.8497620570506197, P1: 0.12157091749722689, P2: 0.0286670254521537, TI2: 0.1608249684015343
time: 176.0, P0: 0.8497268490812065, P1: 0.12162364423012043, P2: 0.028649506688673415, TI2: 0.16084265760746724
time: 177.0, P0: 0.849732384799791, P1: 0.12158038200982306, P2: 0.028687233190386366, TI2: 0.1608748483905958
time: 178.0, P0: 0.8496874184465373, P1: 0.12165909870474918, P2: 0.02865348284871391, TI2: 0.160886064402177
time: 179.0, P0: 0.8496996546528862, P1: 0.1216023832252653, P2: 0.02869796212184882, TI2: 0.16091830746896293
time: 180.0, P0: 0.8496801514315224, P1: 0.12162270374222024, P2: 0.02869714482625763, TI2: 0.1609369933947355
time: 181.0, P0: 0.8496172347513458, P1: 0.12174790238607364, P2: 0.0286348628625809, TI2: 0.16093762811123544
time: 182.0, P0: 0.8496489617626041, P1: 0.12164804978682076, P2: 0.028702988450575555, TI2: 0.1609740266879719
time: 183.0, P0: 0.8496013486262329, P1: 0.12173882405305357, P2: 0.028659827320713864, TI2: 0.16097847869448131
time: 184.0, P0: 0.8496153361598169, P1: 0.12168340800530945, P2: 0.028701255834874123, TI2: 0.16100591967505773
time: 185.0, P0: 0.8495870750451819, P1: 0.1217299015977898, P2: 0.028683023357028686, TI2: 0.16101594831184718
time: 186.0, P0: 0.8495900377985466, P1: 0.12170270387664345, P2: 0.028707258324810456, TI2: 0.16103722052626437
time: 187.0, P0: 0.8495753880588053, P1: 0.12171846740856418, P2: 0.028706144532631, TI2: 0.1610507564738262
time: 188.0, P0: 0.8495489436032263, P1: 0.12176325263667119, P2: 0.028687803760102923, TI2: 0.16105886015687707
time: 189.0, P0: 0.849578239896233, P1: 0.12167565065861857, P2: 0.02874610944514881, TI2: 0.1610878695489162
time: 190.0, P0: 0.8495149400734442, P1: 0.12181007003624263, P2: 0.028674989890313543, TI2: 0.16108004981686974
time: 191.0, P0: 0.8495262295959052, P1: 0.12176699564112894, P2: 0.028706774762966288, TI2: 0.16110054516706154
time: 192.0, P0: 0.8495178702314449, P1: 0.12177157410341714, P2: 0.02871055566513843, TI2: 0.16111268543369403
time: 193.0, P0: 0.8495012707445984, P1: 0.12179651343674694, P2: 0.02870221581865515, TI2: 0.16112094507405725
time: 194.0, P0: 0.8495063741667257, P1: 0.12177023706976556, P2: 0.02872338876350917, TI2: 0.16113701459678392
time: 195.0, P0: 0.8494829498678497, P1: 0.1218127409527264, P2: 0.02870430917942444, TI2: 0.1611413593115753
time: 196.0, P0: 0.8494993199205476, P1: 0.12176074568378835, P2: 0.028739934395664538, TI2: 0.16116061447511745
time: 197.0, P0: 0.8494622443897534, P1: 0.12183701849792508, P2: 0.028700737112322034, TI2: 0.16115849272256919
time: 198.0, P0: 0.8494874593523868, P1: 0.1217649886012454, P2: 0.028747552046368318, TI2: 0.16118009269398206
time: 199.0, P0: 0.8494719409897391, P1: 0.12179080359395411, P2: 0.028737255416307266, TI2: 0.16118531442656867
time: 200.0, P0: 0.8494259875426491, P1: 0.12188983336192752, P2: 0.028684179095423947, TI2: 0.16117819155277543
time: 201.0, P0: 0.849462608862295, P1: 0.1217920249883592, P2: 0.02874536614934638, TI2: 0.16120275728705197
time: 202.0, P0: 0.8494214263910731, P1: 0.12188057563320837, P2: 0.028697997975719095, TI2: 0.16119657158464656
time: 203.0, P0: 0.8494458322382992, P1: 0.12181283567702349, P2: 0.028741332084677846, TI2: 0.1612154998463792
time: 204.0, P0: 0.8494218395680556, P1: 0.12186115371060659, P2: 0.028717006721338364, TI2: 0.16121516715328332
time: 205.0, P0: 0.8494351062524759, P1: 0.12182083549955021, P2: 0.028744058247974533, TI2: 0.16122895199549928
time: 206.0, P0: 0.8494240954245583, P1: 0.12183890393482724, P2: 0.02873700064061503, TI2: 0.1612329052160573
time: 207.0, P0: 0.8494080259174158, P1: 0.1218694198049376, P2: 0.028722554277647153, TI2: 0.1612345283602319
time: 208.0, P0: 0.8494399964206241, P1: 0.12178549063383957, P2: 0.028774512945536956, TI2: 0.1612545165249135
time: 209.0, P0: 0.849380820744593, P1: 0.12191968052720906, P2: 0.0286994987281985, TI2: 0.16123867798360605
time: 210.0, P0: 0.8494056079492249, P1: 0.12185355936066763, P2: 0.028740832690108086, TI2: 0.1612552247408838
time: 211.0, P0: 0.8493951916225206, P1: 0.12187185725988552, P2: 0.02873295111759444, TI2: 0.1612577594950744
time: 212.0, P0: 0.8493895044938402, P1: 0.1218791427013803, P2: 0.028731352804780057, TI2: 0.16126184831094037
time: 213.0, P0: 0.8493960063582809, P1: 0.1218575785190771, P2: 0.028746415122642536, TI2: 0.16127040876436213
time: 214.0, P0: 0.8493793012571137, P1: 0.12189172988836093, P2: 0.028728968854525954, TI2: 0.16126966759741282
time: 215.0, P0: 0.8493992439326442, P1: 0.12183856475954155, P2: 0.02876219130781487, TI2: 0.16128294737517127
time: 216.0, P0: 0.8493648383232157, P1: 0.12191550366781681, P2: 0.02871965800896806, TI2: 0.1612748196857529
time: 217.0, P0: 0.8493978303671802, P1: 0.12183162901253826, P2: 0.028770540620282187, TI2: 0.16129271025310263
time: 218.0, P0: 0.8493798408550935, P1: 0.1218697932120265, P2: 0.028750365932880623, TI2: 0.1612905250777877
time: 219.0, P0: 0.8493473037478125, P1: 0.12194292867829991, P2: 0.02870976757388819, TI2: 0.16128246382607625
time: 220.0, P0: 0.8493823828097359, P1: 0.12185469982690186, P2: 0.02876291736336284, TI2: 0.1613005345536275
time: 221.0, P0: 0.8493444986301808, P1: 0.12194100668205388, P2: 0.028714494687766014, TI2: 0.16128999605758587
time: 222.0, P0: 0.8493739129636119, P1: 0.12186669032947997, P2: 0.02875939670690877, TI2: 0.16130548374329748
time: 223.0, P0: 0.8493499842006559, P1: 0.12192001170356308, P2: 0.028730004095781688, TI2: 0.1613000198951264
time: 224.0, P0: 0.849369766415718, P1: 0.1218690557676689, P2: 0.028761177816613685, TI2: 0.16131141140089622
time: 225.0, P0: 0.8493579143088179, P1: 0.12189385012387466, P2: 0.028748235567308086, TI2: 0.1613103212584908
time: 226.0, P0: 0.8493494206193966, P1: 0.12191077372520376, P2: 0.028739805655400286, TI2: 0.16131038503600426
time: 227.0, P0: 0.8493795949339339, P1: 0.12183544930714378, P2: 0.028784955758923005, TI2: 0.16132536082498972
time: 228.0, P0: 0.849322002384304, P1: 0.12196998110539325, P2: 0.028708016510303358, TI2: 0.1613060141259999
time: 229.0, P0: 0.8493688571872532, P1: 0.12185507498769903, P2: 0.028776067825048428, TI2: 0.16132721063779581
time: 230.0, P0: 0.8493506124371836, P1: 0.12189585101189984, P2: 0.028753536550917256, TI2: 0.16132292411373428
time: 231.0, P0: 0.8493191787295595, P1: 0.12196826413763016, P2: 0.028712557132810995, TI2: 0.16131337840325208
time: 232.0, P0: 0.84935942620147, P1: 0.12186951625741321, P2: 0.02877105754111748, TI2: 0.1613316313396481
