time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.013920000000000002
time: 19.0, P0: 0.10986441080470359, P1: 0.3024697898696231, P2: 0.5876657993256732, TI2: 1.4717213885209692
time: 20.0, P0: 0.10632031142083685, P1: 0.30142644381625855, P2: 0.5922532447629045, TI2: 1.4798529333420676
time: 21.0, P0: 0.10394266629012174, P1: 0.30114648667482913, P2: 0.594910847035049, TI2: 1.4848881807449272
time: 22.0, P0: 0.10256398292781961, P1: 0.3005047946723513, P2: 0.596931222399829, TI2: 1.4882872394720092
time: 23.0, P0: 0.10156475449464611, P1: 0.30055078840466537, P2: 0.5978844571006884, TI2: 1.490239702606042
time: 24.0, P0: 0.10097584897221569, P1: 0.30040223912416714, P2: 0.598621911903617, TI2: 1.491566062931401
time: 25.0, P0: 0.10075183173708319, P1: 0.29975720980303217, P2: 0.5994909584598844, TI2: 1.4926591267228009
time: 26.0, P0: 0.10037601579567453, P1: 0.30022872761887615, P2: 0.5993952565854491, TI2: 1.4929392407897744
time: 27.0, P0: 0.10033062873746204, P1: 0.2997908075410143, P2: 0.5998785637215234, TI2: 1.493467934984061
time: 28.0, P0: 0.10014483817668866, P1: 0.3001146735142374, P2: 0.5997404883090737, TI2: 1.4935156501323847
time: 29.0, P0: 0.10014486068671946, P1: 0.2998687900646802, P2: 0.5999863492486002, TI2: 1.4937614885618806
time: 30.0, P0: 0.10003784370934882, P1: 0.3001236276661873, P2: 0.5998385286244636, TI2: 1.4937206849151148
time: 31.0, P0: 0.10005633485991558, P1: 0.299953931747403, P2: 0.5999897333926812, TI2: 1.4938533985327656
time: 32.0, P0: 0.10002980594465039, P1: 0.29999356065793703, P2: 0.5999766333974124, TI2: 1.493866827452762
time: 33.0, P0: 0.09995135977225585, P1: 0.30025531214199463, P2: 0.5997933280857493, TI2: 1.4937619683134933
time: 34.0, P0: 0.10012316166493769, P1: 0.2995700400846927, P2: 0.6003067982503694, TI2: 1.4941036365854317
time: 35.0, P0: 0.09997985655788005, P1: 0.3001049389166446, P2: 0.5999152045254752, TI2: 1.4938553479675951
time: 36.0, P0: 0.10006247439064593, P1: 0.2997773373962658, P2: 0.6001601882130881, TI2: 1.4940177138224422
time: 37.0, P0: 0.09999359361963035, P1: 0.3000356843984931, P2: 0.5999707219818764, TI2: 1.493897128362246
time: 38.0, P0: 0.10002774393231463, P1: 0.29990038726649093, P2: 0.6000718688011943, TI2: 1.4939641248688798
time: 39.0, P0: 0.09999058089071099, P1: 0.3000406622953992, P2: 0.5999687568138897, TI2: 1.4938981759231786
time: 40.0, P0: 0.09999298577923212, P1: 0.30002980173261706, P2: 0.5999772124881507, TI2: 1.4939042267089186
time: 41.0, P0: 0.10003637465140587, P1: 0.29986198114826196, P2: 0.6001016442003321, TI2: 1.4939852695489262
time: 42.0, P0: 0.09992254653595047, P1: 0.3002989407397647, P2: 0.5997785127242847, TI2: 1.4937759661883343
time: 43.0, P0: 0.10009188497398959, P1: 0.2996475411285824, P2: 0.6002605738974279, TI2: 1.4940886889234382
time: 44.0, P0: 0.09999036869129703, P1: 0.30003747958515836, P2: 0.5999721517235445, TI2: 1.4939017830322474
time: 45.0, P0: 0.10003259390591863, P1: 0.2998750573174617, P2: 0.6000923487766197, TI2: 1.493979754870701
time: 46.0, P0: 0.10000853363637267, P1: 0.29996741378738767, P2: 0.6000240525762397, TI2: 1.4939355189398669
time: 47.0, P0: 0.1000068377543197, P1: 0.29997387941369885, P2: 0.6000192828319815, TI2: 1.4939324450776617
time: 48.0, P0: 0.10001271655971515, P1: 0.29995122795768553, P2: 0.6000360554825994, TI2: 1.4939433389228842
time: 49.0, P0: 0.09997737985177939, P1: 0.300087037844012, P2: 0.5999355823042087, TI2: 1.4938782024524293
time: 50.0, P0: 0.10005155361176875, P1: 0.2998018908476534, P2: 0.6001465555405779, TI2: 1.4940150019288092
