time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.01192
time: 22.0, P0: 0.2307112948027067, P1: 0.3486047479736955, P2: 0.4206839572235974, TI2: 1.18189266242089
time: 23.0, P0: 0.22635953986845728, P1: 0.3486657315770005, P2: 0.4249747285545418, TI2: 1.1905351886860838
time: 24.0, P0: 0.22298488299720026, P1: 0.3496960225746542, P2: 0.4273190944281451, TI2: 1.196254211430944
time: 25.0, P0: 0.22095174360679393, P1: 0.3492676192438268, P2: 0.4297806371493787, TI2: 1.2007488935425839
time: 26.0, P0: 0.21917933239524723, P1: 0.35011617145366297, P2: 0.43070449615108924, TI2: 1.203445163755841
time: 27.0, P0: 0.21825736808108012, P1: 0.3496286345210615, P2: 0.4321139973978578, TI2: 1.2057766293167766
time: 28.0, P0: 0.21734712896145802, P1: 0.35017471013689394, P2: 0.4324781609016474, TI2: 1.2070510319401884
time: 29.0, P0: 0.2169219185532515, P1: 0.3498418064842482, P2: 0.43323627496249983, TI2: 1.2082343564092475
time: 30.0, P0: 0.2164337492097638, P1: 0.3502502042170318, P2: 0.4333160465732039, TI2: 1.2088022973634391
time: 31.0, P0: 0.21626375884166799, P1: 0.34995788643015147, P2: 0.43377835472818005, TI2: 1.2094345958865111
time: 32.0, P0: 0.21596688230566455, P1: 0.35035280837056454, P2: 0.4336803093237704, TI2: 1.2096334270181048
time: 33.0, P0: 0.21594240371828868, P1: 0.3500119266200585, P2: 0.43404566966165237, TI2: 1.2100232659433627
time: 34.0, P0: 0.21572649501942487, P1: 0.3504433912213384, P2: 0.43383011375923636, TI2: 1.2100236187398106
time: 35.0, P0: 0.21578007599243776, P1: 0.35005569100523815, P2: 0.43416423300232365, TI2: 1.210304157009885
time: 36.0, P0: 0.21563578858825674, P1: 0.35039723974589065, P2: 0.43396697166585213, TI2: 1.2102511830775946
time: 37.0, P0: 0.21566848515507098, P1: 0.350185761016166, P2: 0.4341457538287625, TI2: 1.2103972686736908
time: 38.0, P0: 0.21565332912222168, P1: 0.3501660048363842, P2: 0.43418066604139366, TI2: 1.210447336919171
time: 39.0, P0: 0.21561311901985686, P1: 0.35025209810907865, P2: 0.43413478287106405, TI2: 1.2104416638512063
time: 40.0, P0: 0.21564190190148524, P1: 0.35012040318991683, P2: 0.4342376949085975, TI2: 1.210515793007111
time: 41.0, P0: 0.21560995575668668, P1: 0.3502039149137989, P2: 0.43418612932951395, TI2: 1.2104961735728261
time: 42.0, P0: 0.21559582348606365, P1: 0.35023460488888003, P2: 0.43416957162505576, TI2: 1.210493748138991
time: 43.0, P0: 0.2156051008711188, P1: 0.3501915003319715, P2: 0.43420339879690917, TI2: 1.2105182979257894
time: 44.0, P0: 0.21556779573179968, P1: 0.35030896612511847, P2: 0.43412323814308135, TI2: 1.2104754424112807
time: 45.0, P0: 0.21558659937044722, P1: 0.3502397994316294, P2: 0.43417360119792275, TI2: 1.2105070018274746
time: 46.0, P0: 0.21558308568174753, P1: 0.3502475849022029, P2: 0.4341693294160489, TI2: 1.2105062437343002
time: 47.0, P0: 0.21553563249892482, P1: 0.3504047712589649, P2: 0.43405959624210966, TI2: 1.2104439637431836
time: 48.0, P0: 0.21566943234463637, P1: 0.349951676594872, P2: 0.43437889106049105, TI2: 1.2106294587158537
time: 49.0, P0: 0.21549705422086524, P1: 0.3505315006514268, P2: 0.43397144512770736, TI2: 1.210394390906841
time: 50.0, P0: 0.2157178677300847, P1: 0.3497860771001165, P2: 0.43449605516979817, TI2: 1.2106981874397125
